stop_id;stop_name;stop_desc;coord;stop_lat;stop_lon;code_INSEE;departement
1166838;Madeleine;Tronchet (2 rue, 3 rue Tronchet) - 75108;48.8695789706, 2.32416248879;48.869578970578424;2.324162488791942;75108;75
1632;Volontaires;Volontaires (25 rue des) - 75115;48.8414184427, 2.30799364939;48.84141844267774;2.307993649386661;75115;75
1629;Villiers;Parc de Monceau - 75117;48.8813242939, 2.31659676151;48.88132429394468;2.3165967615088174;75117;75
1636;Torcy;Rue Léon Blum - 77468;48.8397284227, 2.65590311515;48.83972842272958;2.655903115145281;77468;77
1842;Notre-Dame des Champs;Raspail (terre-plein face au 112 boulevard, 123 bd Raspail/35 r. N-D des Champs) - 75106;48.8447830483, 2.32844448329;48.84478304833005;2.3284444832927207;75106;75
2076;Gare de l'Est (Verdun);Strasbourg (terre plein face au 93 boulevard de) - 75110;48.8768126254, 2.35825144008;48.87681262539273;2.3582514400829155;75110;75
2072;Bobigny-Pantin (Raymond Queneau);Paris (7 rue de, Bobigny Bus) - 93008;48.8957992325, 2.4248572984;48.895799232549;2.4248572983975945;93008;93
2056;Aulnay-sous-Bois;General De Gaulle (5, place) - 93005;48.9321087626, 2.49330956258;48.93210876263909;2.493309562581326;93005;93
2057;Avenue Emile-Zola;Rue du Commerce - 75115;48.8468521519, 2.29544882793;48.846852151949776;2.2954488279344742;75115;75
2073;Boissière;Kléber (57 avenue) - 75116;48.8668561548, 2.29003807345;48.86685615476034;2.2900380734450088;75116;75
2075;Bolivar;Simon Bolivar (125 avenue) - 75119;48.8807901228, 2.37415512666;48.880790122828465;2.374155126662647;75119;75
2059;Bagneux;Avenue Aristide Briand - 94016;48.7932557963, 2.32132499632;48.79325579634385;2.321324996317998;94016;94
1972;Chaussée d'Antin (La Fayette);La Fayette (rue, face aux Galeries La Fayette) - 75109;48.8728599894, 2.33304475093;48.87285998941257;2.3330447509269225;75109;75
1997;Denfert-Rochereau;Général Leclerc (4 avenue du, 2 rue Daguerre) - 75114;48.8339982367, 2.33323850116;48.833998236748336;2.333238501158801;75114;75
1993;Croix-de-Chavaux (Jacques Duclos);Rue de Paris - 93048;48.8579990733, 2.43586689567;48.857999073258;2.435866895674707;93048;93
2004;Boulogne-Jean-Jaurès;Jean Jaurès (23 boulevard) - 92012;48.8422801435, 2.23886297537;48.84228014352973;2.238862975367271;92012;92
1945;Franklin-Roosevelt;Palais de la Découverte - 75108;48.8690104279, 2.3102531809;48.869010427937624;2.3102531808960265;75108;75
2008;Bréguet-Sabin;Richard Lenoir (21 boulevard) - 75111;48.8567679495, 2.37077385838;48.856767949540505;2.3707738583843816;75111;75
1941;Fontaine-Michalon;Prosper Lecoute (passage) - 92002;48.7439325635, 2.29706733462;48.74393256350146;2.297067334618335;92002;92
1988;Courcelle-sur-Yvette;Rue Fernand Leger - 91272;48.7007630181, 2.09910052706;48.70076301806364;2.099100527058702;91272;91
1970;Chatou-Croissy;Paul Flament (3 rue) - 78146;48.8851420717, 2.15562586702;48.885142071685785;2.155625867018615;78146;78
1955;Gare de Lyon;Rue de Bercy - 75112;48.8455597871, 2.37344920496;48.84555978708341;2.37344920496318;75112;75
1696;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);Maxime Gorky (boulevard, côté pair) - 94076;48.7959941324, 2.36823145192;48.79599413239317;2.3682314519156806;94076;94
1677;Strasbourg-Saint-Denis;Saint-Denis (9 rue, 114 boulevard de Sébastopol) - 75102;48.8696323652, 2.35450206309;48.86963236518746;2.35450206308924;75102;75
1694;Victor Hugo;Victor Hugo (4 place, angle avec l'avenue Raymond Poincarré) - 75116;48.8698649125, 2.28522620725;48.869864912484076;2.285226207250439;75116;75
1665;Sèvres-Lecourbe;Garibaldi (terre-plein face au 94 boulevard) - 75115;48.8449961509, 2.31086483004;48.84499615085685;2.310864830044154;75115;75
1670;Saint-Germain-en-Laye;Surintendance (3 rue de la) - 78551;48.8983086084, 2.09511210577;48.89830860836054;2.09511210577148;78551;78
1673;Saint-Rémy-lès-Chevreuse;Ditte (2 rue) - 78575;48.7028686842, 2.07060021452;48.70286868424979;2.070600214521146;78575;78
1676;Stalingrad;Villette (244/171 boulevard de la) - 75119;48.8840719864, 2.36887006278;48.88407198636439;2.3688700627777948;75119;75
1674;Stalingrad;Villette (244/171 boulevard de la) - 75119;48.8841892942, 2.36703044197;48.88418929420877;2.367030441974567;75119;75
1664;Sevran Livry;Gare (place de la) - 93071;48.9360106859, 2.53468090103;48.93601068591127;2.5346809010269817;93071;93
1690;Vaneau;Sèvres (97 rue de) - 75107;48.8487008496, 2.32123988194;48.84870084962003;2.321239881938573;75107;75
1773;Palais-Royal (Musée du Louvre);Théâtre de la Comédie Française - Théâtre du Palais Royal - 75101;48.8623718215, 2.33657360074;48.8623718215243;2.3365736007364304;75101;75
1856;Les Sablons (Jardin d'acclimatation);Jardin d'Acclimatation - 92051;48.8812991855, 2.27191517602;48.88129918549113;2.2719151760177914;92051;92
1830;Nanterre-Université;Provinces Françaises (boulevard des) - 92050;48.900989014, 2.21379171219;48.90098901400317;2.213791712188878;92050;92
1845;Odéon;Saint-Germain (93 boulevard, rue de l'Ecole de Médecine) - 75106;48.8521980452, 2.33878000304;48.85219804523044;2.33878000304498;75106;75
1872;Mairie de Clichy;Martre (79 rue, 9 et 12 rue Landy) - 92024;48.9040054324, 2.30536812087;48.90400543242958;2.3053681208668606;92024;92
1841;Notre-Dame de Lorette;Rue de Chateaudun - 75109;48.8760505542, 2.33790869204;48.876050554237366;2.337908692037609;75109;75
1876;Maison Blanche;Italie (162 avenue d') - 75113;48.8228787751, 2.35807989429;48.82287877506322;2.358079894290851;75113;75
1829;Nanterre-Préfecture;Préfectue - 92050;48.895659932, 2.22310032806;48.89565993203451;2.2231003280556174;92050;92
1843;Oberkampf;Voltaire (43 boulevard) - 75111;48.8649653033, 2.3676324063;48.864965303262494;2.3676324062987537;75111;75
1867;Mabillon;Four (13 rue du) - 75106;48.8528451337, 2.33514371852;48.85284513365445;2.335143718516068;75106;75
1900;Jaurès;Villette (entrée sous viaduc face au 196 boulevard de la) - 75119;48.8827685467, 2.36994579899;48.88276854674882;2.36994579899074;75119;75
1926;Dupleix;Grenelle (terre-plein face au 65/68 boulevard de) - 75115;48.8503925783, 2.29364833623;48.85039257831968;2.2936483362305387;75115;75
1928;Duroc;Léon-Paul Fargue (place, 1 boulevard du Montparnasse) - 75107;48.8469925009, 2.31654234477;48.84699250092279;2.3165423447702307;75107;75
1933;Esplanade de la Défense;Quartier Saisons - 92062;48.8883580602, 2.24993721286;48.88835806016618;2.249937212862802;92062;92
1920;Lamarck-Caulaincourt;Lamarck (53/53 bis rue) - 75118;48.8897381077, 2.33914908667;48.8897381077178;2.339149086674118;75118;75
1910;La Chapelle;Rue du Faubourg Saint Denis - 75110;48.8843886984, 2.35927656428;48.884388698358165;2.3592765642767297;75110;75
1892;Hôtel de Ville;Rue de Rivoli - 75104;48.8573559272, 2.35207356686;48.857355927169515;2.3520735668587185;75104;75
1923;Le Bourget;Deportes (place des) - 93013;48.9309104452, 2.42630793688;48.93091044517924;2.426307936884455;93013;93
1917;La Muette;Mozart (5 avenue) - 75116;48.8580950497, 2.27409644811;48.85809504968323;2.274096448110612;75116;75
1935;Europe;Madrid (1 rue de) - 75108;48.8790604392, 2.32297463241;48.87906043921274;2.3229746324058937;75108;75
1808;Porte d'Italie;Masséna (boulevard, square Hélène Boucher) - 75113;48.8187170251, 2.36050083281;48.8187170251155;2.360500832805366;75113;75
1759;Quai de la Rapée;Rapée (quai de la, place Nazas) - 75112;48.8459660324, 2.36691317974;48.84596603240645;2.3669131797383116;75112;75
1778;Parc de Sceaux;Duchesse du Maine (avenue de la) - 92002;48.7706219958, 2.30984199652;48.77062199581033;2.3098419965156434;92002;92
1790;Pierre et Marie Curie;Pierre Curie (1 bis rue) - 94041;48.8159171816, 2.37787881648;48.81591718160038;2.377878816483871;94041;94
1797;Place des Fêtes;Fêtes (place des, rue Compans) - 75119;48.8772239477, 2.39276505025;48.8772239477293;2.392765050250897;75119;75
1776;Palaiseau Villebon;Rue Antoine Arnault - 91477;48.707745883, 2.23703953312;48.707745883014454;2.237039533120401;91477;91
1767;République;Saint-Martin (9 boulevard) - 75111;48.8676174865, 2.36381952143;48.86761748653104;2.3638195214331654;75111;75
1781;Pasteur;Vaugirard (183 rue de) - 75115;48.8420128041, 2.31329004384;48.842012804057696;2.3132900438354906;75115;75
1775;Palaiseau;Gare (place de la) - 91477;48.7179194367, 2.24650141633;48.71791943671647;2.246501416326464;91477;91
1806;Pont Neuf;Samaritaine - 75101;48.8585341023, 2.34211723867;48.85853410228574;2.3421172386659985;75101;75
2014;Buzenval;Buzenval (51 rue de, angle avec le 35 rue d'Avron) - 75120;48.8517674745, 2.40118148387;48.851767474505195;2.4011814838726444;75120;75
2025;Champs-Elysées-Clémenceau;Clémenceau (place) - 75108;48.8673665705, 2.31419106339;48.867366570469784;2.3141910633936584;75108;75
2017;Campo-Formio;Hôpital (106/112 boulevard de l') - 75113;48.8355512167, 2.35875209519;48.835551216675434;2.358752095191401;75113;75
2021;Cergy-Préfecture;Boulevard de l'Oise - 95127;49.0359438349, 2.08014375724;49.03594383494343;2.0801437572429307;95127;95
2048;Argentine;Grande Armée (36 avenue de la) - 75117;48.875672486, 2.28944416448;48.87567248598795;2.289444164481448;75117;75
2050;Arts-et-Métiers;Vertus (rue des) - 75103;48.8655518636, 2.35610815512;48.865551863634785;2.356108155120312;75103;75
2026;Chardon-Lagache;Chardon Lagache (11 rue) - 75116;48.8451041396, 2.26693605903;48.845104139567006;2.266936059032254;75116;75
2039;Achères-Ville;Avenue de Conflans - 78005;48.9700771763, 2.07761818201;48.970077176304514;2.0776181820083806;78005;78
2032;Charonne;Voltaire (188 boulevard) - 75111;48.8546420474, 2.38503219333;48.85464204744478;2.385032193334828;75111;75
2053;Auber;Grands Magasins - 75109;48.8726081799, 2.32970681645;48.87260817994105;2.3297068164482293;75109;75
2084;Charles de Gaulle-Etoile;Grande Armée (2 avenue de la) - 75117;48.8741647449, 2.29507256294;48.87416474488983;2.29507256293689;75117;75
2088;Billancourt;Général Leclerc (88 bis avenue du) - 92012;48.8320876443, 2.23816077688;48.832087644282545;2.238160776875514;92012;92
2095;Antony;Rue Velpeau - 92002;48.754827485, 2.3008650706;48.75482748503882;2.3008650705983067;92002;92
2107;Avron;Charonne (terre-plein face au 35 boulevard de) - 75111;48.8511938192, 2.39823914082;48.851193819213286;2.398239140823123;75111;75
2105;Aulnay-sous-Bois;General De Gaulle (5, place) - 93005;48.9321087626, 2.49330956258;48.93210876263909;2.493309562581326;93005;93
2130;Bures-sur-Yvette;Impasse de la Station - 91122;48.6957326504, 2.16308967516;48.6957326504055;2.163089675156206;91122;91
2100;Arts-et-Métiers;Vertus (rue des) - 75103;48.865381176, 2.35564493121;48.86538117604685;2.3556449312068772;75103;75
