# wavelength_nm, shifted_wavelength_nm, flux_Wm2nm1
5.055000000000000000e+02,6.041880620185359021e+02,1.993000000000000105e+00
5.065000000000000000e+02,6.053832906278703376e+02,1.961000000000000076e+00
5.075000000000000000e+02,6.065785192372047732e+02,1.905999999999999917e+00
5.085000000000000000e+02,6.077737478465390950e+02,1.919000000000000039e+00
5.095000000000000000e+02,6.089689764558735305e+02,1.915999999999999925e+00
5.105000000000000000e+02,6.101642050652079661e+02,1.947000000000000064e+00
5.115000000000000000e+02,6.113594336745422879e+02,1.997000000000000108e+00
5.125000000000000000e+02,6.125546622838767234e+02,1.866999999999999993e+00
5.135000000000000000e+02,6.137498908932110453e+02,1.860999999999999988e+00
5.145000000000000000e+02,6.149451195025454808e+02,1.874000000000000110e+00
5.155000000000000000e+02,6.161403481118799164e+02,1.899999999999999911e+00
5.165000000000000000e+02,6.173355767212142382e+02,1.669000000000000039e+00
5.175000000000000000e+02,6.185308053305486737e+02,1.725999999999999979e+00
5.185000000000000000e+02,6.197260339398831093e+02,1.653999999999999915e+00
5.195000000000000000e+02,6.209212625492174311e+02,1.828000000000000069e+00
5.205000000000000000e+02,6.221164911585518666e+02,1.830999999999999961e+00
5.215000000000000000e+02,6.233117197678861885e+02,1.905999999999999917e+00
5.225000000000000000e+02,6.245069483772206240e+02,1.822999999999999954e+00
5.235000000000000000e+02,6.257021769865550596e+02,1.893999999999999906e+00
5.245000000000000000e+02,6.268974055958893814e+02,1.957999999999999963e+00
5.255000000000000000e+02,6.280926342052238169e+02,1.929999999999999938e+00
5.265000000000000000e+02,6.292878628145582525e+02,1.673999999999999932e+00
5.275000000000000000e+02,6.304830914238925743e+02,1.828000000000000069e+00
5.285000000000000000e+02,6.316783200332270098e+02,1.897000000000000020e+00
5.295000000000000000e+02,6.328735486425614454e+02,1.917999999999999927e+00
5.305000000000000000e+02,6.340687772518957672e+02,1.951999999999999957e+00
5.315000000000000000e+02,6.352640058612302028e+02,1.963000000000000078e+00
5.325000000000000000e+02,6.364592344705645246e+02,1.770000000000000018e+00
5.335000000000000000e+02,6.376544630798989601e+02,1.923000000000000043e+00
5.345000000000000000e+02,6.388496916892333957e+02,1.858000000000000096e+00
5.355000000000000000e+02,6.400449202985677175e+02,1.989999999999999991e+00
5.365000000000000000e+02,6.412401489079021530e+02,1.870999999999999996e+00
5.375000000000000000e+02,6.424353775172365886e+02,1.881999999999999895e+00
5.385000000000000000e+02,6.436306061265709104e+02,1.903999999999999915e+00
5.395000000000000000e+02,6.448258347359053460e+02,1.832000000000000073e+00
5.405000000000000000e+02,6.460210633452396678e+02,1.768999999999999906e+00
5.415000000000000000e+02,6.472162919545741033e+02,1.881000000000000005e+00
5.425000000000000000e+02,6.484115205639085389e+02,1.824999999999999956e+00
5.435000000000000000e+02,6.496067491732428607e+02,1.879000000000000004e+00
5.445000000000000000e+02,6.508019777825772962e+02,1.879000000000000004e+00
5.455000000000000000e+02,6.519972063919117318e+02,1.901000000000000023e+00
5.465000000000000000e+02,6.531924350012460536e+02,1.879000000000000004e+00
5.475000000000000000e+02,6.543876636105804891e+02,1.832999999999999963e+00
5.485000000000000000e+02,6.555828922199149247e+02,1.862999999999999989e+00
5.495000000000000000e+02,6.567781208292492465e+02,1.895000000000000018e+00
5.505000000000000000e+02,6.579733494385836821e+02,1.862000000000000099e+00
5.515000000000000000e+02,6.591685780479180039e+02,1.870999999999999996e+00
5.525000000000000000e+02,6.603638066572524394e+02,1.846000000000000085e+00
5.535000000000000000e+02,6.615590352665868750e+02,1.881999999999999895e+00
5.545000000000000000e+02,6.627542638759211968e+02,1.897999999999999909e+00
5.555000000000000000e+02,6.639494924852556323e+02,1.897000000000000020e+00
5.565000000000000000e+02,6.651447210945900679e+02,1.820999999999999952e+00
5.575000000000000000e+02,6.663399497039243897e+02,1.846000000000000085e+00
5.585000000000000000e+02,6.675351783132588253e+02,1.786999999999999922e+00
5.595000000000000000e+02,6.687304069225931471e+02,1.808000000000000052e+00
5.605000000000000000e+02,6.699256355319275826e+02,1.842999999999999972e+00
5.615000000000000000e+02,6.711208641412620182e+02,1.824000000000000066e+00
5.625000000000000000e+02,6.723160927505963400e+02,1.850000000000000089e+00
5.635000000000000000e+02,6.735113213599307755e+02,1.860999999999999988e+00
5.645000000000000000e+02,6.747065499692652111e+02,1.854000000000000092e+00
5.655000000000000000e+02,6.759017785785995329e+02,1.798000000000000043e+00
5.665000000000000000e+02,6.770970071879339685e+02,1.828999999999999959e+00
5.675000000000000000e+02,6.782922357972684040e+02,1.887000000000000011e+00
5.685000000000000000e+02,6.794874644066027258e+02,1.810000000000000053e+00
5.695000000000000000e+02,6.806826930159371614e+02,1.860000000000000098e+00
5.705000000000000000e+02,6.818779216252714832e+02,1.768999999999999906e+00
5.715000000000000000e+02,6.830731502346059187e+02,1.822999999999999954e+00
5.725000000000000000e+02,6.842683788439403543e+02,1.891999999999999904e+00
5.735000000000000000e+02,6.854636074532746761e+02,1.875999999999999890e+00
5.745000000000000000e+02,6.866588360626091117e+02,1.866999999999999993e+00
5.755000000000000000e+02,6.878540646719435472e+02,1.830000000000000071e+00
5.765000000000000000e+02,6.890492932812778690e+02,1.846000000000000085e+00
5.775000000000000000e+02,6.902445218906123046e+02,1.856999999999999984e+00
5.785000000000000000e+02,6.914397504999466264e+02,1.782999999999999918e+00
5.795000000000000000e+02,6.926349791092810619e+02,1.828000000000000069e+00
5.805000000000000000e+02,6.938302077186154975e+02,1.838000000000000078e+00
5.815000000000000000e+02,6.950254363279498193e+02,1.852999999999999980e+00
5.825000000000000000e+02,6.962206649372842548e+02,1.872999999999999998e+00
5.835000000000000000e+02,6.974158935466186904e+02,1.856999999999999984e+00
5.845000000000000000e+02,6.986111221559530122e+02,1.860000000000000098e+00
5.855000000000000000e+02,6.998063507652874478e+02,1.782999999999999918e+00
5.865000000000000000e+02,7.010015793746217696e+02,1.830000000000000071e+00
5.875000000000000000e+02,7.021968079839562051e+02,1.848000000000000087e+00
5.885000000000000000e+02,7.033920365932906407e+02,1.750000000000000000e+00
5.895000000000000000e+02,7.045872652026249625e+02,1.612000000000000099e+00
5.905000000000000000e+02,7.057824938119593980e+02,1.812999999999999945e+00
5.915000000000000000e+02,7.069777224212938336e+02,1.786999999999999922e+00
5.925000000000000000e+02,7.081729510306281554e+02,1.808000000000000052e+00
5.935000000000000000e+02,7.093681796399625910e+02,1.796000000000000041e+00
5.945000000000000000e+02,7.105634082492970265e+02,1.772999999999999909e+00
5.955000000000000000e+02,7.117586368586313483e+02,1.782000000000000028e+00
5.965000000000000000e+02,7.129538654679657839e+02,1.804999999999999938e+00
5.975000000000000000e+02,7.141490940773001057e+02,1.780000000000000027e+00
5.985000000000000000e+02,7.153443226866345412e+02,1.756999999999999895e+00
5.995000000000000000e+02,7.165395512959689768e+02,1.774000000000000021e+00
6.005000000000000000e+02,7.177347799053032986e+02,1.745999999999999996e+00
6.015000000000000000e+02,7.189300085146377342e+02,1.750999999999999890e+00
6.025000000000000000e+02,7.201252371239721697e+02,1.719000000000000083e+00
6.035000000000000000e+02,7.213204657333064915e+02,1.786999999999999922e+00
6.045000000000000000e+02,7.225156943426409271e+02,1.776000000000000023e+00
6.055000000000000000e+02,7.237109229519752489e+02,1.762999999999999901e+00
6.065000000000000000e+02,7.249061515613096844e+02,1.758999999999999897e+00
6.075000000000000000e+02,7.261013801706441200e+02,1.756999999999999895e+00
6.085000000000000000e+02,7.272966087799784418e+02,1.743000000000000105e+00
6.095000000000000000e+02,7.284918373893128773e+02,1.743999999999999995e+00
6.105000000000000000e+02,7.296870659986473129e+02,1.703000000000000069e+00
6.115000000000000000e+02,7.308822946079816347e+02,1.745999999999999996e+00
6.125000000000000000e+02,7.320775232173160703e+02,1.705000000000000071e+00
6.135000000000000000e+02,7.332727518266505058e+02,1.683000000000000052e+00
6.145000000000000000e+02,7.344679804359848276e+02,1.713000000000000078e+00
6.155000000000000000e+02,7.356632090453192632e+02,1.713000000000000078e+00
6.165000000000000000e+02,7.368584376546535850e+02,1.608999999999999986e+00
6.175000000000000000e+02,7.380536662639880205e+02,1.707000000000000073e+00
6.185000000000000000e+02,7.392488948733224561e+02,1.723999999999999977e+00
6.195000000000000000e+02,7.404441234826567779e+02,1.707000000000000073e+00
6.205000000000000000e+02,7.416393520919912135e+02,1.733999999999999986e+00
6.215000000000000000e+02,7.428345807013256490e+02,1.689999999999999947e+00
6.225000000000000000e+02,7.440298093106599708e+02,1.713000000000000078e+00
6.235000000000000000e+02,7.452250379199944064e+02,1.665999999999999925e+00
6.245000000000000000e+02,7.464202665293287282e+02,1.655999999999999917e+00
6.255000000000000000e+02,7.476154951386631637e+02,1.631999999999999895e+00
6.265000000000000000e+02,7.488107237479975993e+02,1.697000000000000064e+00
6.275000000000000000e+02,7.500059523573319211e+02,1.697000000000000064e+00
6.285000000000000000e+02,7.512011809666663567e+02,1.697000000000000064e+00
6.295000000000000000e+02,7.523964095760007922e+02,1.677000000000000046e+00
6.310000000000000000e+02,7.541892524900023318e+02,1.639000000000000012e+00
6.330000000000000000e+02,7.565797097086710892e+02,1.651000000000000023e+00
6.350000000000000000e+02,7.589701669273399602e+02,1.655999999999999917e+00
6.370000000000000000e+02,7.613606241460087176e+02,1.653999999999999915e+00
6.390000000000000000e+02,7.637510813646774750e+02,1.651000000000000023e+00
6.410000000000000000e+02,7.661415385833462324e+02,1.614000000000000101e+00
6.430000000000000000e+02,7.685319958020151034e+02,1.620999999999999996e+00
6.450000000000000000e+02,7.709224530206838608e+02,1.627000000000000002e+00
6.470000000000000000e+02,7.733129102393526182e+02,1.602999999999999980e+00
6.490000000000000000e+02,7.757033674580213756e+02,1.558000000000000052e+00
6.510000000000000000e+02,7.780938246766902466e+02,1.606000000000000094e+00
6.530000000000000000e+02,7.804842818953590040e+02,1.598999999999999977e+00
6.550000000000000000e+02,7.828747391140277614e+02,1.532000000000000028e+00
6.570000000000000000e+02,7.852651963326965188e+02,1.383999999999999897e+00
6.590000000000000000e+02,7.876556535513653898e+02,1.548999999999999932e+00
6.610000000000000000e+02,7.900461107700341472e+02,1.570999999999999952e+00
6.630000000000000000e+02,7.924365679887029046e+02,1.554999999999999938e+00
6.650000000000000000e+02,7.948270252073717757e+02,1.560000000000000053e+00
6.670000000000000000e+02,7.972174824260405330e+02,1.534999999999999920e+00
6.690000000000000000e+02,7.996079396447092904e+02,1.546000000000000041e+00
6.710000000000000000e+02,8.019983968633780478e+02,1.516000000000000014e+00
6.730000000000000000e+02,8.043888540820469188e+02,1.520999999999999908e+00
6.750000000000000000e+02,8.067793113007156762e+02,1.510000000000000009e+00
6.770000000000000000e+02,8.091697685193844336e+02,1.508000000000000007e+00
6.790000000000000000e+02,8.115602257380531910e+02,1.497999999999999998e+00
6.810000000000000000e+02,8.139506829567220620e+02,1.491999999999999993e+00
6.830000000000000000e+02,8.163411401753908194e+02,1.479000000000000092e+00
6.850000000000000000e+02,8.187315973940595768e+02,1.455000000000000071e+00
6.870000000000000000e+02,8.211220546127283342e+02,1.467000000000000082e+00
6.890000000000000000e+02,8.235125118313972052e+02,1.461000000000000076e+00
6.910000000000000000e+02,8.259029690500659626e+02,1.447999999999999954e+00
6.930000000000000000e+02,8.282934262687347200e+02,1.447999999999999954e+00
6.950000000000000000e+02,8.306838834874034774e+02,1.435999999999999943e+00
6.970000000000000000e+02,8.330743407060723484e+02,1.415999999999999925e+00
6.990000000000000000e+02,8.354647979247411058e+02,1.425000000000000044e+00
7.010000000000000000e+02,8.378552551434098632e+02,1.385999999999999899e+00
7.030000000000000000e+02,8.402457123620786206e+02,1.387999999999999901e+00
7.050000000000000000e+02,8.426361695807474916e+02,1.415000000000000036e+00
7.070000000000000000e+02,8.450266267994162490e+02,1.399999999999999911e+00
7.090000000000000000e+02,8.474170840180850064e+02,1.383999999999999897e+00
7.110000000000000000e+02,8.498075412367538775e+02,1.385000000000000009e+00
7.130000000000000000e+02,8.521979984554226348e+02,1.372999999999999998e+00
7.150000000000000000e+02,8.545884556740913922e+02,1.366000000000000103e+00
7.170000000000000000e+02,8.569789128927601496e+02,1.354000000000000092e+00
7.190000000000000000e+02,8.593693701114290207e+02,1.328000000000000069e+00
7.210000000000000000e+02,8.617598273300977780e+02,1.330999999999999961e+00
7.230000000000000000e+02,8.641502845487665354e+02,1.348000000000000087e+00
7.250000000000000000e+02,8.665407417674352928e+02,1.350000000000000089e+00
7.270000000000000000e+02,8.689311989861041639e+02,1.346000000000000085e+00
7.290000000000000000e+02,8.713216562047729212e+02,1.318999999999999950e+00
7.310000000000000000e+02,8.737121134234416786e+02,1.326000000000000068e+00
7.330000000000000000e+02,8.761025706421104360e+02,1.318000000000000060e+00
7.350000000000000000e+02,8.784930278607793070e+02,1.308999999999999941e+00
7.370000000000000000e+02,8.808834850794480644e+02,1.306999999999999940e+00
7.390000000000000000e+02,8.832739422981168218e+02,1.278000000000000025e+00
7.410000000000000000e+02,8.856643995167855792e+02,1.258000000000000007e+00
7.430000000000000000e+02,8.880548567354544502e+02,1.286000000000000032e+00
7.450000000000000000e+02,8.904453139541232076e+02,1.278999999999999915e+00
7.470000000000000000e+02,8.928357711727919650e+02,1.282999999999999918e+00
7.490000000000000000e+02,8.952262283914608361e+02,1.270000000000000018e+00
7.510000000000000000e+02,8.976166856101295934e+02,1.262000000000000011e+00
7.530000000000000000e+02,9.000071428287983508e+02,1.258999999999999897e+00
7.550000000000000000e+02,9.023976000474671082e+02,1.254999999999999893e+00
7.570000000000000000e+02,9.047880572661359793e+02,1.247999999999999998e+00
7.590000000000000000e+02,9.071785144848047366e+02,1.239999999999999991e+00
7.610000000000000000e+02,9.095689717034734940e+02,1.237000000000000099e+00
7.630000000000000000e+02,9.119594289221422514e+02,1.241000000000000103e+00
7.650000000000000000e+02,9.143498861408111225e+02,1.221000000000000085e+00
7.670000000000000000e+02,9.167403433594798798e+02,1.185000000000000053e+00
7.690000000000000000e+02,9.191308005781486372e+02,1.203000000000000069e+00
7.710000000000000000e+02,9.215212577968173946e+02,1.203999999999999959e+00
7.730000000000000000e+02,9.239117150154862657e+02,1.207999999999999963e+00
7.750000000000000000e+02,9.263021722341550230e+02,1.187999999999999945e+00
7.770000000000000000e+02,9.286926294528237804e+02,1.195999999999999952e+00
7.790000000000000000e+02,9.310830866714925378e+02,1.187000000000000055e+00
7.810000000000000000e+02,9.334735438901614089e+02,1.187000000000000055e+00
7.830000000000000000e+02,9.358640011088301662e+02,1.175999999999999934e+00
7.850000000000000000e+02,9.382544583274989236e+02,1.179999999999999938e+00
7.870000000000000000e+02,9.406449155461676810e+02,1.177000000000000046e+00
7.890000000000000000e+02,9.430353727648365521e+02,1.173999999999999932e+00
7.910000000000000000e+02,9.454258299835053094e+02,1.157999999999999918e+00
7.930000000000000000e+02,9.478162872021740668e+02,1.143000000000000016e+00
7.950000000000000000e+02,9.502067444208429379e+02,1.133999999999999897e+00
7.970000000000000000e+02,9.525972016395116952e+02,1.151999999999999913e+00
7.990000000000000000e+02,9.549876588581804526e+02,1.135000000000000009e+00
8.010000000000000000e+02,9.573781160768492100e+02,1.141999999999999904e+00
8.030000000000000000e+02,9.597685732955180811e+02,1.129000000000000004e+00
8.050000000000000000e+02,9.621590305141868384e+02,1.114999999999999991e+00
8.070000000000000000e+02,9.645494877328555958e+02,1.120000000000000107e+00
8.090000000000000000e+02,9.669399449515243532e+02,1.094999999999999973e+00
8.110000000000000000e+02,9.693304021701932243e+02,1.114000000000000101e+00
8.130000000000000000e+02,9.717208593888619816e+02,1.114999999999999991e+00
8.150000000000000000e+02,9.741113166075307390e+02,1.106999999999999984e+00
8.170000000000000000e+02,9.765017738261994964e+02,1.104000000000000092e+00
8.190000000000000000e+02,9.788922310448683675e+02,1.062999999999999945e+00
8.210000000000000000e+02,9.812826882635371248e+02,1.080000000000000071e+00
8.230000000000000000e+02,9.836731454822058822e+02,1.072999999999999954e+00
8.250000000000000000e+02,9.860636027008746396e+02,1.074999999999999956e+00
8.260000000000000000e+02,9.872588313102090751e+02,1.080000000000000071e+00
8.280000000000000000e+02,9.896492885288778325e+02,1.080999999999999961e+00
8.300000000000000000e+02,9.920397457475467036e+02,1.062999999999999945e+00
8.320000000000000000e+02,9.944302029662154609e+02,1.050999999999999934e+00
8.340000000000000000e+02,9.968206601848842183e+02,1.040999999999999925e+00
8.360000000000000000e+02,9.992111174035529757e+02,1.052000000000000046e+00
8.380000000000000000e+02,1.001601574622221847e+03,1.044000000000000039e+00
8.400000000000000000e+02,1.003992031840890604e+03,1.040000000000000036e+00
8.420000000000000000e+02,1.006382489059559362e+03,1.036000000000000032e+00
8.440000000000000000e+02,1.008772946278228119e+03,1.024000000000000021e+00
8.460000000000000000e+02,1.011163403496896990e+03,1.028000000000000025e+00
8.480000000000000000e+02,1.013553860715565747e+03,1.022999999999999909e+00
8.500000000000000000e+02,1.015944317934234505e+03,9.659999999999999698e-01
8.520000000000000000e+02,1.018334775152903262e+03,9.960999999999999854e-01
8.540000000000000000e+02,1.020725232371572133e+03,8.780000000000000027e-01
8.560000000000000000e+02,1.023115689590240891e+03,9.755000000000000338e-01
8.580000000000000000e+02,1.025506146808909762e+03,1.004999999999999893e+00
8.600000000000000000e+02,1.027896604027578405e+03,9.969000000000000083e-01
8.620000000000000000e+02,1.030287061246247276e+03,9.949000000000000066e-01
8.640000000000000000e+02,1.032677518464916147e+03,9.992999999999999661e-01
8.660000000000000000e+02,1.035067975683584791e+03,8.861999999999999877e-01
8.680000000000000000e+02,1.037458432902253662e+03,9.395000000000000018e-01
8.700000000000000000e+02,1.039848890120922306e+03,9.747000000000000108e-01
8.720000000000000000e+02,1.042239347339591177e+03,9.832999999999999519e-01
8.740000000000000000e+02,1.044629804558260048e+03,9.713000000000000522e-01
8.760000000000000000e+02,1.047020261776928692e+03,9.639999999999999680e-01
8.780000000000000000e+02,1.049410718995597563e+03,9.748999999999999888e-01
8.800000000000000000e+02,1.051801176214266434e+03,9.554000000000000270e-01
8.820000000000000000e+02,1.054191633432935078e+03,9.510999999999999455e-01
8.840000000000000000e+02,1.056582090651603949e+03,9.578999999999999737e-01
8.860000000000000000e+02,1.058972547870272592e+03,9.383000000000000229e-01
8.880000000000000000e+02,1.061363005088941463e+03,9.443000000000000282e-01
8.900000000000000000e+02,1.063753462307610334e+03,9.529999999999999583e-01
8.920000000000000000e+02,1.066143919526278978e+03,9.394000000000000128e-01
8.940000000000000000e+02,1.068534376744947849e+03,9.332000000000000295e-01
8.960000000000000000e+02,1.070924833963616720e+03,9.386999999999999789e-01
8.980000000000000000e+02,1.073315291182285364e+03,9.338999999999999524e-01
9.000000000000000000e+02,1.075705748400954235e+03,9.157999999999999474e-01
9.020000000000000000e+02,1.078096205619623106e+03,8.915999999999999481e-01
9.040000000000000000e+02,1.080486662838291750e+03,9.284999999999999920e-01
9.060000000000000000e+02,1.082877120056960621e+03,9.175999999999999712e-01
9.080000000000000000e+02,1.085267577275629264e+03,9.024999999999999689e-01
9.100000000000000000e+02,1.087658034494298136e+03,8.915999999999999481e-01
9.120000000000000000e+02,1.090048491712967007e+03,8.967000000000000526e-01
9.140000000000000000e+02,1.092438948931635650e+03,9.071000000000000174e-01
9.160000000000000000e+02,1.094829406150304521e+03,9.003999999999999782e-01
9.180000000000000000e+02,1.097219863368973392e+03,8.951000000000000068e-01
9.200000000000000000e+02,1.099610320587642036e+03,8.908000000000000362e-01
9.220000000000000000e+02,1.102000777806310907e+03,8.629999999999999893e-01
9.240000000000000000e+02,1.104391235024979551e+03,8.585000000000000409e-01
9.260000000000000000e+02,1.106781692243648422e+03,8.611999999999999655e-01
9.280000000000000000e+02,1.109172149462317293e+03,8.769000000000000128e-01
9.300000000000000000e+02,1.111562606680985937e+03,8.677000000000000268e-01
9.320000000000000000e+02,1.113953063899654808e+03,8.650999999999999801e-01
9.340000000000000000e+02,1.116343521118323679e+03,8.640999999999999792e-01
9.360000000000000000e+02,1.118733978336992323e+03,8.547000000000000153e-01
9.380000000000000000e+02,1.121124435555661194e+03,8.579999999999999849e-01
9.400000000000000000e+02,1.123514892774330065e+03,8.437999999999999945e-01
9.420000000000000000e+02,1.125905349992998708e+03,8.249999999999999556e-01
9.440000000000000000e+02,1.128295807211667579e+03,8.324000000000000288e-01
9.460000000000000000e+02,1.130686264430336223e+03,8.375000000000000222e-01
9.480000000000000000e+02,1.133076721649005094e+03,8.407000000000000028e-01
9.500000000000000000e+02,1.135467178867673965e+03,8.368999999999999773e-01
9.520000000000000000e+02,1.137857636086342609e+03,8.316999999999999948e-01
9.540000000000000000e+02,1.140248093305011480e+03,8.080000000000000515e-01
9.560000000000000000e+02,1.142638550523680351e+03,8.082000000000000295e-01
9.580000000000000000e+02,1.145029007742348995e+03,8.187999999999999723e-01
9.600000000000000000e+02,1.147419464961017866e+03,8.151000000000000467e-01
9.620000000000000000e+02,1.149809922179686509e+03,8.088999999999999524e-01
9.640000000000000000e+02,1.152200379398355381e+03,8.013000000000000123e-01
9.660000000000000000e+02,1.154590836617024252e+03,7.946999999999999620e-01
9.680000000000000000e+02,1.156981293835692895e+03,7.969000000000000528e-01
9.700000000000000000e+02,1.159371751054361766e+03,7.959000000000000519e-01
9.720000000000000000e+02,1.161762208273030637e+03,7.935999999999999721e-01
9.740000000000000000e+02,1.164152665491699281e+03,7.814999999999999725e-01
9.760000000000000000e+02,1.166543122710368152e+03,7.824999999999999734e-01
9.780000000000000000e+02,1.168933579929036796e+03,7.779000000000000359e-01
9.800000000000000000e+02,1.171324037147705667e+03,7.745999999999999552e-01
9.820000000000000000e+02,1.173714494366374538e+03,7.763999999999999790e-01
9.840000000000000000e+02,1.176104951585043182e+03,7.698000000000000398e-01
9.860000000000000000e+02,1.178495408803712053e+03,7.661000000000000032e-01
9.880000000000000000e+02,1.180885866022380924e+03,7.614999999999999547e-01
9.900000000000000000e+02,1.183276323241049568e+03,7.540999999999999925e-01
9.920000000000000000e+02,1.185666780459718439e+03,7.567000000000000393e-01
9.940000000000000000e+02,1.188057237678387310e+03,7.556000000000000494e-01
9.960000000000000000e+02,1.190447694897055953e+03,7.524999999999999467e-01
9.980000000000000000e+02,1.192838152115724824e+03,7.510000000000000009e-01
1.000000000000000000e+03,1.195228609334393468e+03,7.479000000000000092e-01
1.002000000000000000e+03,1.197619066553062339e+03,7.469000000000000083e-01
1.004000000000000000e+03,1.200009523771731210e+03,7.260999999999999677e-01
1.006000000000000000e+03,1.202399980990399854e+03,7.136000000000000121e-01
1.008000000000000000e+03,1.204790438209068725e+03,7.335000000000000409e-01
1.010000000000000000e+03,1.207180895427737596e+03,7.312999999999999501e-01
1.012000000000000000e+03,1.209571352646406240e+03,7.261999999999999567e-01
1.014000000000000000e+03,1.211961809865075111e+03,7.209999999999999742e-01
1.016000000000000000e+03,1.214352267083743754e+03,7.138999999999999790e-01
1.018000000000000000e+03,1.216742724302412626e+03,7.106999999999999984e-01
1.020000000000000000e+03,1.219133181521081497e+03,7.040999999999999481e-01
1.022000000000000000e+03,1.221523638739750140e+03,7.020999999999999464e-01
1.024000000000000000e+03,1.223914095958419011e+03,7.054000000000000270e-01
1.026000000000000000e+03,1.226304553177087882e+03,7.026999999999999913e-01
1.028000000000000000e+03,1.228695010395756526e+03,6.988999999999999657e-01
1.030000000000000000e+03,1.231085467614425397e+03,6.936999999999999833e-01
1.032000000000000000e+03,1.233475924833094268e+03,6.905000000000000027e-01
1.034000000000000000e+03,1.235866382051762912e+03,6.816999999999999726e-01
1.036000000000000000e+03,1.238256839270431783e+03,6.840000000000000524e-01
1.038000000000000000e+03,1.240647296489100427e+03,6.772000000000000242e-01
1.040000000000000000e+03,1.243037753707769298e+03,6.761000000000000343e-01
1.042000000000000000e+03,1.245428210926438169e+03,6.745999999999999774e-01
1.044000000000000000e+03,1.247818668145106813e+03,6.713999999999999968e-01
1.046000000000000000e+03,1.250209125363775684e+03,6.600000000000000311e-01
1.048000000000000000e+03,1.252599582582444555e+03,6.643999999999999906e-01
1.050000000000000000e+03,1.254990039801113198e+03,6.622000000000000108e-01
1.052000000000000000e+03,1.257380497019782069e+03,6.585999999999999632e-01
1.054000000000000000e+03,1.259770954238450713e+03,6.549000000000000377e-01
1.056000000000000000e+03,1.262161411457119584e+03,6.556999999999999496e-01
1.058000000000000000e+03,1.264551868675788455e+03,6.451000000000000068e-01
1.060000000000000000e+03,1.266942325894457099e+03,6.414999999999999591e-01
1.062000000000000000e+03,1.269332783113125970e+03,6.438000000000000389e-01
1.064000000000000000e+03,1.271723240331794841e+03,6.459000000000000297e-01
1.066000000000000000e+03,1.274113697550463485e+03,6.394999999999999574e-01
1.068000000000000000e+03,1.276504154769132356e+03,6.317000000000000393e-01
1.070000000000000000e+03,1.278894611987801227e+03,6.240999999999999881e-01
1.072000000000000000e+03,1.281285069206469871e+03,6.326000000000000512e-01
1.074000000000000000e+03,1.283675526425138742e+03,6.276000000000000467e-01
1.076000000000000000e+03,1.286065983643807385e+03,6.280000000000000027e-01
1.078000000000000000e+03,1.288456440862476256e+03,6.271999999999999797e-01
1.080000000000000000e+03,1.290846898081145127e+03,6.247000000000000330e-01
1.082000000000000000e+03,1.293237355299813771e+03,6.098999999999999977e-01
1.084000000000000000e+03,1.295627812518482642e+03,6.179999999999999938e-01
1.086000000000000000e+03,1.298018269737151513e+03,6.208000000000000185e-01
1.088000000000000000e+03,1.300408726955820157e+03,6.102999999999999536e-01
1.090000000000000000e+03,1.302799184174489028e+03,6.199000000000000066e-01
1.092000000000000000e+03,1.305189641393157672e+03,6.159000000000000030e-01
1.094000000000000000e+03,1.307580098611826543e+03,5.848999999999999755e-01
1.096000000000000000e+03,1.309970555830495414e+03,5.983000000000000540e-01
1.098000000000000000e+03,1.312361013049164058e+03,5.960999999999999632e-01
1.100000000000000000e+03,1.314751470267832929e+03,6.041999999999999593e-01
1.102000000000000000e+03,1.317141927486501800e+03,5.931999999999999496e-01
1.104000000000000000e+03,1.319532384705170443e+03,5.974000000000000421e-01
1.106000000000000000e+03,1.321922841923839314e+03,5.945000000000000284e-01
1.108000000000000000e+03,1.324313299142507958e+03,5.916000000000000147e-01
1.110000000000000000e+03,1.326703756361176829e+03,5.906000000000000139e-01
1.112000000000000000e+03,1.329094213579845700e+03,5.843000000000000416e-01
1.114000000000000000e+03,1.331484670798514344e+03,5.844000000000000306e-01
1.116000000000000000e+03,1.333875128017183215e+03,5.830999999999999517e-01
1.118000000000000000e+03,1.336265585235852086e+03,5.815000000000000169e-01
1.120000000000000000e+03,1.338656042454520730e+03,5.741000000000000547e-01
1.122000000000000000e+03,1.341046499673189601e+03,5.796000000000000041e-01
1.124000000000000000e+03,1.343436956891858472e+03,5.768999999999999684e-01
1.126000000000000000e+03,1.345827414110527116e+03,5.655000000000000027e-01
1.128000000000000000e+03,1.348217871329195987e+03,5.699999999999999512e-01
1.130000000000000000e+03,1.350608328547864630e+03,5.653000000000000247e-01
1.132000000000000000e+03,1.352998785766533501e+03,5.677999999999999714e-01
1.134000000000000000e+03,1.355389242985202372e+03,5.637999999999999678e-01
1.136000000000000000e+03,1.357779700203871016e+03,5.657999999999999696e-01
1.138000000000000000e+03,1.360170157422539887e+03,5.568999999999999506e-01
1.140000000000000000e+03,1.362560614641208758e+03,5.530000000000000471e-01
1.142000000000000000e+03,1.364951071859877402e+03,5.531000000000000361e-01
1.144000000000000000e+03,1.367341529078546273e+03,5.514000000000000012e-01
1.146000000000000000e+03,1.369731986297214917e+03,5.547999999999999599e-01
1.148000000000000000e+03,1.372122443515883788e+03,5.524999999999999911e-01
1.150000000000000000e+03,1.374512900734552659e+03,5.489000000000000545e-01
1.152000000000000000e+03,1.376903357953221303e+03,5.457999999999999519e-01
1.154000000000000000e+03,1.379293815171890174e+03,5.479000000000000536e-01
