# Model for TARGETID=39628085208812510 at z=0, SPECTYPE=GALAXY, SUBTYPE=, smoothing=1.0
# wave_A flux
# 
3.556522429106700656e+03 4.013146388148578581e+01
3.557312767424280082e+03 4.484649088085225088e+01
3.558103105741859508e+03 4.851400809204928066e+01
3.558893444059438934e+03 4.959376613966851721e+01
3.559683782377018360e+03 4.965697672544118291e+01
3.560474120694597786e+03 4.949522697259303072e+01
3.561264459012177213e+03 4.931304748289751672e+01
3.562054797329756639e+03 4.914393120666858294e+01
3.562845135647336065e+03 4.888029425864463207e+01
3.563635473964915946e+03 4.834410714314989832e+01
3.564425812282495372e+03 4.740364472082680436e+01
3.565216150600074798e+03 4.607988588136751673e+01
3.566006488917654224e+03 4.455301703839104732e+01
3.566796827235233650e+03 4.306292388976114438e+01
3.567587165552813076e+03 4.179234271296199665e+01
3.568377503870392502e+03 4.081010191450288005e+01
3.569167842187971928e+03 4.009442800019959918e+01
3.569958180505551354e+03 3.960268816443809214e+01
3.570748518823130780e+03 3.931800917677416862e+01
3.571538857140710206e+03 3.923964822093685711e+01
3.572329195458289632e+03 3.934764820039726629e+01
3.573119533775869058e+03 3.958459660032608696e+01
3.573909872093448485e+03 3.986556470451898804e+01
3.574700210411027911e+03 4.010330614373003755e+01
3.575490548728607337e+03 4.022906647361880061e+01
3.576280887046186763e+03 4.019696962797986828e+01
3.577071225363766189e+03 3.997691216934509839e+01
3.577861563681345615e+03 3.955503284311025425e+01
3.578651901998925041e+03 3.894850890546772604e+01
3.579442240316504467e+03 3.821255741531595618e+01
3.580232578634083893e+03 3.743242586672523942e+01
3.581022916951663319e+03 3.670463672217749718e+01
3.581813255269243200e+03 3.609938302102171548e+01
3.582603593586822626e+03 3.562368453572278781e+01
3.583393931904402052e+03 3.522230308432204282e+01
3.584184270221981478e+03 3.482501801700422561e+01
3.584974608539560904e+03 3.441766191431851496e+01
3.585764946857140330e+03 3.409117830799338122e+01
3.586555285174719756e+03 3.402686547863397948e+01
3.587345623492299183e+03 3.441753638402441595e+01
3.588135961809878609e+03 3.537960165854180161e+01
3.588926300127458035e+03 3.692174886766586184e+01
3.589716638445037461e+03 3.895588751772412195e+01
3.590506976762616887e+03 4.130543787485410689e+01
3.591297315080196313e+03 4.372878055516676454e+01
3.592087653397775739e+03 4.597826291492913953e+01
3.592877991715355165e+03 4.787479694446691525e+01
3.593668330032934591e+03 4.936793263642393015e+01
3.594458668350514017e+03 5.055260794948259218e+01
3.595249006668093443e+03 5.162431779268989374e+01
3.596039344985672869e+03 5.278226328684038293e+01
3.596829683303252295e+03 5.412824130760698438e+01
3.597620021620831722e+03 5.561119201718342708e+01
3.598410359938411148e+03 5.703139664666230146e+01
3.599200698255991028e+03 5.809591357976877646e+01
3.599991036573570454e+03 5.850120313649081538e+01
3.600781374891149881e+03 5.803785292351327030e+01
3.601571713208729307e+03 5.668233124391407074e+01
3.602362051526308733e+03 5.461837106589305790e+01
3.603152389843888159e+03 5.218857538933471574e+01
3.603942728161467585e+03 4.979173362688113968e+01
3.604733066479047011e+03 4.774346528827771863e+01
3.605523404796626437e+03 4.617477497371601203e+01
3.606313743114205863e+03 4.504805148635271905e+01
3.607104081431785289e+03 4.424060573683540554e+01
3.607894419749364715e+03 4.362511596176390327e+01
3.608684758066944141e+03 4.313898583365089223e+01
3.609475096384523567e+03 4.281191610079233101e+01
3.610265434702102993e+03 4.272595157935454324e+01
3.611055773019682420e+03 4.293976530236628975e+01
3.611846111337261846e+03 4.343820574207504848e+01
3.612636449654841272e+03 4.413682564434203925e+01
3.613426787972420698e+03 4.491700395152920322e+01
3.614217126290000124e+03 4.564944423505377102e+01
3.615007464607579550e+03 4.619259685984697228e+01
3.615797802925158976e+03 4.639371409231680587e+01
