-1.822355481905231045e+02,3.361088685186068403e+01,-1.614803357374022141e+01
-5.167167544001043780e+02,-3.159870624759291502e+01,2.370302058457689753e+01
1.240074995538766416e+02,-2.159533822298604377e+01,2.952269930603088710e+01
5.716742167332579356e+02,-9.623944682243676141e+01,-4.741786373351956740e+00
8.721482558808941121e+02,-1.054433895516132225e+01,4.466732283023068817e+01
-5.091909820355567717e+00,8.305945034524968662e+01,4.683627137482851310e+00
7.072517019438778334e+02,-8.317864133653220904e+01,-8.928845799017689444e+01
3.915438680378356366e+02,9.892924922619998540e+01,-2.739564206786924672e+01
-4.931679394994247332e+02,-6.868463261791819718e+01,3.106987850155711328e+00
-6.839878935179581276e+02,-9.338813645964246746e+01,2.422738197648492786e+01
4.239274582327448115e+01,-5.871528817083888896e+01,-3.813259366263081063e+01
-7.722725376691073507e+01,-6.578430238531255725e+01,-4.442897962166911441e+01
6.001559397657185855e+02,-5.269599005803657121e+01,-1.100283272732643525e+01
-1.944879848515977301e+02,4.342378456212543369e-01,-3.072066967843771579e+01
1.531146185587294895e+02,5.143982449751139541e+01,4.365153266173275171e+01
3.340847538469295159e+02,1.529335886169707805e+02,-9.357872245791554633e+00
4.199985813092887383e+02,1.715263343988585802e+02,1.782821047870832132e+01
-3.689458930571702240e+02,-6.504292355575637430e+01,-1.526073917918526490e+01
5.131052630578515164e+02,-1.129741535423584935e+02,4.876454640894674242e+01
-6.997718301691503484e+02,-4.279280309490563639e+01,2.177136798503889281e+01
2.899555894659456499e+02,1.949813899004236362e+01,-9.478597623720176557e+00
5.097527807222616048e+02,8.953315757835774491e+01,-7.646549007654520835e+01
2.716505833258008806e+02,1.153167646948501073e+02,1.403761155624486889e+01
3.072565119662431243e+02,-8.713882994933626946e+00,2.960403833447565347e+01
1.992853377997521420e+02,8.080874385823021555e+01,-4.593332697598270897e+00
8.549231321469733302e+01,8.067158034110191522e+01,-5.036903022752861148e+01
8.063404485105434105e+01,-7.916386438505919898e+01,2.854375395067409471e+01
4.204328533942607464e+02,1.925536500149557639e+01,3.221315090245384738e+01
4.613626226635437888e+01,2.865593739959244601e+01,-2.480279622895031366e+01
9.528631215291852641e+00,3.566563982224214158e+01,-3.411429284835219278e+01
-5.164461900816478419e+02,-8.097925076008283440e+01,3.878906386838281151e-01
9.529263397570002780e+01,-2.641128506841754131e+01,4.418866357339076956e+00
5.790546288099558296e+02,1.119225782318866749e+02,-5.600596992755865244e+01
-3.007006887799899459e+02,1.916706641515220610e+01,5.728102629009676150e+00
-8.344672161039693492e+01,-8.704944301723767808e+01,3.722323258568795268e+01
-3.975077115611110230e+02,-2.501536098377084727e+01,-6.694488851682351083e+00
-5.688219723766209199e+02,-4.713932244522226256e+00,3.027378412752015180e+01
1.562779649256976882e+02,-2.090463366486409313e+01,-6.137803736354345574e+01
-5.753487682335663749e+02,-5.726774883335953348e+01,5.821013115417564165e+01
-1.903302700879892200e+02,-2.569134035889277357e+00,-7.143679260810316123e+00
1.603029160282515022e+02,-1.385060794589280420e+01,-5.067224365866974267e+01
9.076554557378813115e+00,6.273924462683918080e+01,1.931640574578121061e+01
-1.103026138313830643e+03,-1.123343957369582853e+02,5.768898392142651943e+01
-3.341780195707872281e+02,-2.621139233941887881e+01,1.241684778585162263e+01
8.417363998749481198e+02,6.314675687858756703e+01,1.337366544332127916e+01
-8.031671267403719412e+02,-7.680587953250594069e+01,2.899075986060552168e+01
-2.491568014437132206e+02,-6.745373204159719194e+01,-4.729674931243039282e+00
4.204974865265587596e+02,-5.894545214309886916e+01,-1.470127698483712209e+01
-6.579092039455388203e+02,-3.272379059172314442e+01,5.660814000956482062e+01
-2.000311038494121476e+02,-1.695799493535616875e+00,-3.270343694802826917e+01
-5.655691048134528955e+02,-6.190379884317356129e+01,3.174660817168694749e+01
-2.009567826176582912e+02,5.541577288447150806e+01,9.523033329433800986e-01
3.158215650581673799e+02,1.120385053073896557e+02,-4.851024327581964712e+01
1.955634681294754955e+02,2.156012565333826103e+01,-5.062758898969575228e+01
4.389826169071850472e+02,1.105259859341740736e+02,3.762944336587473515e+01
-1.913403320510979029e+02,6.293570892792816096e+01,4.032823655371369398e+01
-6.241626976536902021e+02,3.976498183560011057e-01,1.027534433897049126e+01
7.167952399138121109e+02,-1.026424303725383851e+02,-5.949808028577835728e+01
4.962232864520501607e+01,1.286422163421521248e+01,1.953820222049444055e+00
2.237796745318282774e+02,9.730934611495852948e+01,1.662675722317172955e+01
-4.151301621615571094e+02,6.129437124633980716e+00,1.395585938732612874e+01
-2.069447437439159785e+02,-8.833990631603637667e+01,5.337464727962867528e+01
-2.275572262109660642e+02,-8.034669537473153866e+01,-2.446636303295282744e+01
5.520563853109792944e+02,1.237798682369052727e+02,-8.103938384484747814e+01
5.652093512552921766e+02,1.750309387025060346e+02,-6.034528784389090106e+01
6.640730941574893222e+02,-2.818231448184663179e+01,-1.028337013677968201e+02
-7.368782842107232227e+02,-6.485070287205542172e+01,4.680635867369802838e+01
2.812138192367433476e+02,1.319426525209776173e+02,2.991408618673149178e+01
9.796351636704002885e+00,8.668709961670283803e+01,-1.119728359217997138e+01
-5.676640657598042026e+02,-1.006580851903073039e+02,5.744763703699293700e+01
-3.473386664901154290e+02,-5.752320090817516274e+01,5.163684707725711576e+01
8.242149571141635533e+01,1.121477469247125072e+02,-1.075281935142871248e+01
-2.038450538814997799e+02,5.010082750009020458e+01,-1.457486747839941188e+01
-2.219569342812610557e+02,-4.050373674665934232e+00,5.832201915526205482e+01
-6.547957976310621007e+02,-1.010809965030729813e+02,1.962711512728805019e+01
-1.399313802658480199e+01,2.963762586150717482e+01,-1.371809693003038433e+01
-2.722987598187721687e+02,-6.860635339784651876e+01,-4.926982212015722951e+00
-7.558395517135522823e+00,3.831952287920016431e+01,5.736431634935897961e+01
-7.029796148679906764e+01,-4.826774554225845293e+01,-3.382139325851181866e+01
3.057536288407518441e+02,-7.028621382911779847e+01,-1.075743421492992979e+01
4.738533350765499108e+02,7.836408009094252236e+01,-3.467109634246067174e+01
1.378269233256821735e+02,5.993831368273156102e+01,3.919839201424122876e+01
-2.450401788876629325e+02,1.370640781258131824e+00,-2.789490457106484200e+01
-5.893512846896237534e+01,4.840675860015262799e+01,-2.370831989297602149e+01
1.382436226080615143e+02,-6.552866525299370437e+01,1.620951704353100098e+01
-5.505253544069246345e+02,1.340232719449257104e+01,4.450271515977578929e+01
1.750709403366611241e+02,-7.756818700141613476e+01,1.544381741473328873e+01
3.365833194982044461e+02,1.516981391992420072e+02,-7.550652982324255902e+01
-2.391829630584088591e+02,-1.070052521309278859e+02,7.946885121395297347e-02
8.232966199337390663e+02,-9.850210766947978414e+01,-1.596579242856206804e+01
-5.241442694626218781e+02,-8.219662979889611165e+01,2.113861523999020164e+00
1.213123952270402697e+02,-3.283244624620142815e+01,1.187795601642035592e+01
7.863706787683759103e+01,-9.761780974993573068e+01,-5.661987091853853826e+01
-1.187682004726293144e+03,-1.052407848796721481e+02,5.864884747367420914e+01
-3.230149641578697128e+02,1.898422214580715206e+01,-1.441876644585499889e+01
8.684750985715324987e+02,-6.874160468106438771e+01,-1.266895188285544549e+02
3.330327429728890820e+01,3.666627518528291318e+01,1.635249734896611784e+01
1.816845321953719576e+02,6.238860080105455097e+01,-1.472785563811916631e+01
-1.670891033480797887e+02,7.842331221656188234e+01,-1.268960311348244829e+01
8.959204028203992038e+02,1.423866549700866813e+02,-1.032186964074397082e+02
-4.037304210776907212e+02,-6.740063479836669558e+01,-1.641076331537622934e+01
5.816341895568061773e+02,1.077739892103448938e+01,-2.973425045055471116e+01
-2.597069976723712443e+02,-5.329219102151597554e+00,3.295827360152324559e+01
-1.768650643395251336e+02,5.256882140197167530e+01,2.198283200572883800e+01
-6.740131472270488757e+02,-7.195931785093159760e+01,3.557667430675267894e+01
6.366627397410813956e+02,-2.718759524809701134e+01,-6.145398394141771803e+01
-5.420125826014018457e+02,-4.086180942927373394e+01,8.729176647904544950e+00
-7.075670728479842637e+02,-3.234186544576365918e+01,2.131879094046323075e+01
2.270953020426006788e+02,-1.087675993319470393e+02,-8.029678550409627746e+00
2.396034453719971680e+02,-8.607369009700531137e+01,1.007993664994714322e+00
-1.087749366536195339e+01,-4.708474891917778393e+01,-2.011029763283420380e+01
6.656526479778278826e+02,1.041913435786712370e+02,9.362791386932507010e+00
-8.778014416771839024e+00,-6.775926757333834871e+01,-2.736168746855615552e+01
9.237551848840282673e+02,-1.069593271634739011e+02,-8.265334786137914591e+01
-3.285230565269463341e+02,-1.063216982353617936e+02,-1.096834718925003926e+01
2.882771863223592845e+01,-8.445672244257841044e+01,4.782453983666590602e+01
2.002581341835414150e+02,-3.123880779879414149e+00,-4.574734137682185064e+00
-1.246438336833989524e+00,9.798029767448748828e+01,-4.904491899774789943e+01
-1.291275104025469318e+02,6.027248178956777735e+01,2.130552233170087817e+01
-1.373431869011913022e+02,-1.057789137134735569e+02,-3.211712664128327788e-01
-7.063692294076463440e+01,-6.051817892127360210e-01,2.616424480773827810e+01
3.660573980871442927e+02,1.746188570611830926e+01,-8.576090309814820500e+01
2.765704358187738308e+02,9.099295972524750198e+01,1.597218305610782352e+01
1.538141661258371187e+02,-8.842259911979735421e+01,1.278282557215847959e+01
-7.012965875099876030e+02,-7.175662320858774024e+01,4.018255388303445130e+01
1.721305694155023502e+02,5.987377864731242028e+01,-4.077260658349909761e+01
3.569250153935831804e+01,9.919059512953377578e+01,1.832919953313366079e+01
4.769558048828932897e+02,-3.770972120120916315e+01,-1.172552145187364658e+01
-6.426593797238024308e+01,3.017670268552360824e+01,3.131686674611981758e+01
